mouseclick	Duration	hold	release
left	0.926708	1.486163	1.480679
left	0.993499	1.405216	1.904342
left	0.353590	1.358080	1.180159
left	0.527488	0.600274	0.611999
left	0.286979	1.401253	0.922365
left	0.424621	1.041600	0.564098
left	0.722741	0.603554	1.641648
left	0.394343	1.045299	1.437974
left	0.033633	0.881608	1.278215
left	0.921263	1.002974	1.795657
left	0.949702	0.985569	1.507098
left	0.387460	0.981465	1.780862
left	0.580959	1.107536	1.534380
left	0.373435	1.478150	1.451903
left	0.027445	0.650996	1.904341
left	0.493154	1.415233	1.856768
left	0.432242	1.198539	1.600719
left	0.221129	1.243473	1.296129
left	0.152123	0.658055	1.833757
left	0.684137	1.177941	0.531236
left	0.744284	1.461902	1.276256
left	0.624637	0.942176	0.306629
left	0.032836	1.290043	1.524331
left	0.440054	1.011306	0.422979
left	0.251383	0.525367	1.171935
left	0.419958	0.642066	0.151917
left	0.944138	1.374676	1.756335
left	0.849236	1.330116	1.476791
left	0.783638	1.290879	1.063350
left	0.101632	0.916949	0.169910
left	0.533924	0.661825	1.774752
left	0.143588	1.434631	1.553073
left	0.866444	0.742291	1.974195
left	0.733083	1.491089	0.908196
left	0.400660	1.228570	1.352260
left	0.674771	1.176017	1.645733
left	0.118774	0.957770	1.368997
left	0.388247	1.366709	1.333837
left	0.731629	1.263054	1.845565
left	0.653824	1.484684	1.053763
left	0.587108	0.612543	1.602057
left	0.852103	1.140303	0.660761
left	0.142473	1.492325	0.831637
left	0.044307	0.803825	1.734529
left	0.105849	0.860663	1.446745
left	0.791358	0.619436	1.397479
left	0.148621	0.722650	0.605501
left	0.632476	0.620398	0.521420
left	0.657779	1.094850	0.222489
left	0.358537	1.213503	0.969468
left	0.345499	0.658475	0.318161
left	0.812637	1.365585	1.257679
left	0.010190	0.875286	1.747364
left	0.133624	0.799736	0.935959
left	0.224631	1.421215	1.387474
left	0.493216	0.930092	0.981040
left	0.087110	1.425609	0.460421
left	0.206366	1.456745	0.600244
left	0.175194	1.117568	1.029096
left	0.494742	0.915422	0.950235
left	0.068284	1.143254	0.797258
left	0.067363	1.156403	1.373543
left	0.217653	0.928812	0.217488
left	0.954425	1.222334	1.407830
left	0.941182	1.030015	1.692963
left	0.800578	0.634527	1.735269
left	0.148955	1.255943	1.462638
left	0.240331	1.117587	0.212775
left	0.247570	0.663610	1.458543
left	0.031239	0.761837	1.342121
left	0.797481	1.082355	1.128426
left	0.210197	1.065327	1.887195
left	0.084123	1.210214	0.557583
left	0.651860	0.540108	0.220127
left	0.214360	0.567686	1.578365
left	0.413312	1.096841	1.942301
left	0.516700	1.086432	0.757202
left	0.139747	1.250892	0.350097
left	0.321429	1.387656	0.301370
left	0.553266	0.642909	1.782026
left	0.458611	1.371844	0.674459
left	0.206907	0.674276	0.664037
left	0.766917	1.028205	1.855610
left	0.143872	1.118263	1.151578
left	0.432063	0.670504	0.173763
left	0.824721	1.461605	1.294220
left	0.555924	1.484490	0.132578
left	0.919630	0.899340	1.388547
left	0.235147	0.541096	1.082243
left	0.597338	0.811808	1.769654
left	0.698841	0.711376	0.731319
left	0.597091	1.356103	1.545851
left	0.124237	0.658789	0.905424
left	0.123742	0.715578	0.815918
left	0.537742	1.395463	0.951985
left	0.152029	1.438896	0.105594
left	0.956865	1.256126	0.900304
left	0.309453	0.649744	0.626696
left	0.536797	1.440627	0.891373
left	0.584136	1.345562	0.647021
left	0.786189	1.203512	1.121595
left	0.760134	0.717480	0.124738
left	0.197061	0.873491	1.659451
left	0.038749	1.126001	0.970472
left	0.306022	0.664974	0.552132
left	0.513102	1.341239	0.200878
left	0.726066	1.042778	0.325182
left	0.040509	1.086010	0.196378
left	0.443051	1.168072	1.108267
left	0.614007	0.748423	1.345854
left	0.886293	0.881449	1.582407
left	0.157718	1.398633	1.940895
left	0.204402	0.925262	1.320809
left	0.711169	1.230377	1.590501
left	0.704689	1.066982	1.697132
left	0.796517	1.072715	1.081808
left	0.931055	0.670968	0.558132
left	0.371818	0.534914	1.903897
left	0.228361	0.503879	1.026170
left	0.332427	1.358170	1.722499
left	0.085531	0.835309	0.741019
left	0.748565	0.813481	1.898186
left	0.473774	0.961204	1.312003
left	0.082805	0.928612	1.973616
left	0.055296	0.919634	0.311595
left	0.593070	1.140962	0.698082
left	0.017275	0.639556	1.362220
left	0.764711	1.454736	1.119652
left	0.171363	1.425323	1.956172
left	0.402826	0.733098	0.584609
left	0.634190	0.822485	0.702670
left	0.326414	1.043290	1.818105
left	0.025491	1.189304	0.851499
left	0.198459	0.678053	1.505225
left	0.864178	1.040811	1.846847
left	0.864970	1.400119	1.056514
left	0.279132	1.059250	0.920616
left	0.602026	0.930874	1.211270
left	0.154673	1.002435	1.423455
left	0.987875	0.527564	1.975568
left	0.051361	1.230477	1.623638
left	0.887826	0.732007	0.795801
left	0.081311	0.858004	1.635856
left	0.453232	0.872174	0.418250
left	0.792365	0.798693	0.903291
left	0.535016	0.712395	1.536858
left	0.487608	0.569827	1.567599
left	0.779381	1.358304	1.120521
left	0.372703	0.576716	0.652532
left	0.108304	1.328426	0.541075
left	0.989136	1.376688	1.311267
left	0.862015	0.806956	1.758473
left	0.694924	1.384677	0.104343
left	0.813697	1.221304	0.813944
left	0.476495	1.396001	0.323235
left	0.633301	1.256099	1.814203
left	0.419843	0.780845	0.201538
left	0.633908	1.432172	0.245911
left	0.843528	0.524730	1.660876
left	0.766853	0.645523	0.135512
left	0.705976	1.160892	1.909952
left	0.526241	1.250926	1.233418
left	0.506487	0.588263	0.630977
left	0.206168	1.369623	0.199074
left	0.009152	0.873532	1.333004
left	0.898619	1.220932	1.043447
left	0.807557	1.011860	0.879129
left	0.636325	1.314346	0.177452
left	0.495231	0.814196	1.968006
left	0.484702	1.014554	1.426352
left	0.388325	1.250661	0.529869
left	0.438320	1.279158	1.544098
left	0.673520	1.480205	0.236193
left	0.699488	1.424529	1.135489
left	0.789552	0.738259	0.741935
left	0.606548	0.759990	1.387822
left	0.736301	0.725156	1.631025
left	0.095707	1.336218	0.972051
left	0.965704	1.156957	0.198023
left	0.066417	0.760431	1.568419
left	0.067433	1.475453	1.412033
left	0.371424	1.426173	0.440512
left	0.162818	1.438409	1.734725
left	0.430496	0.630180	1.491227
left	0.503096	1.139706	0.409978
left	0.689131	0.770404	1.008053
left	0.566866	0.683949	0.354741
left	0.370731	1.098262	0.592673
left	0.880310	1.286653	0.245098
left	0.869989	0.676485	0.547482
left	0.748102	0.709969	0.178609
left	0.096756	1.238834	1.875959
left	0.344783	1.064736	0.726683
left	0.250101	0.757806	1.411188
left	0.171538	0.753573	0.774801
left	0.392380	1.030854	0.135777
left	0.363099	1.025226	0.790372
left	0.285907	0.865323	1.544820
left	0.603224	1.228842	0.228733
left	0.187103	0.949641	0.834975
left	0.312498	1.235064	1.804155
left	0.619033	1.318932	1.220791
left	0.737324	1.325341	1.914604
left	0.931075	0.918761	1.140719
left	0.660823	0.583967	1.320854
left	0.273194	0.594470	1.887652
left	0.065990	1.359694	0.894189
left	0.363879	1.095589	1.587171
left	0.616080	1.257655	0.200649
left	0.039755	0.898222	0.162238
left	0.036624	1.391803	0.547555
left	0.705644	0.756572	1.696670
left	0.641016	0.763183	0.920766
left	0.214352	1.348663	0.326787
left	0.967469	0.509571	1.227933
left	0.810233	1.293069	0.270079
left	0.304598	1.168407	0.984975
left	0.966929	1.132710	1.201162
left	0.689325	0.886978	0.546876
left	0.961215	0.646451	1.468771
left	0.032367	0.885221	0.884914
left	0.546694	0.506623	1.990758
left	0.553381	0.787574	1.745719
left	0.644573	0.813941	1.691635
left	0.307211	0.710889	1.106306
left	0.613826	1.480865	0.918328
left	0.034959	0.651502	1.104711
left	0.843309	1.479208	1.190543
left	0.629351	0.875012	0.973155
left	0.026429	0.851671	1.100675
left	0.712502	1.311202	1.578239
left	0.558388	1.332109	0.515840
left	0.924621	1.265931	1.103269
left	0.962759	1.001592	1.511655
left	0.218008	0.738618	0.878604
left	0.778783	0.531777	0.886361
left	0.960382	1.113055	1.021141
left	0.146692	1.244598	0.952031
left	0.592924	1.477078	1.990283
left	0.040596	0.964963	0.399279
left	0.757692	1.060054	1.990877
left	0.907854	1.030512	1.282167
left	0.363996	1.394064	1.972304
left	0.485480	1.236780	1.320919
left	0.108835	1.363776	0.799362
left	0.861568	1.440308	0.900502
left	0.493579	1.361948	0.599462
left	0.128656	0.572203	0.428466
left	0.316791	0.580792	0.668947
left	0.109581	1.157206	1.889631
left	0.988653	1.303303	1.265727
left	0.770444	0.519429	1.365607
left	0.983855	0.596426	1.534520
left	0.621308	1.400900	0.375588
left	0.815473	1.379813	0.912117
left	0.876185	1.007156	1.902503
left	0.338598	1.445562	0.893756
left	0.485175	0.505077	1.696303
left	0.100031	1.401456	1.936110
left	0.684926	1.020562	1.885822
left	0.747988	1.189748	0.699731
left	0.877323	0.745403	1.319171
left	0.885812	1.347442	0.866281
left	0.040498	0.547569	1.483359
left	0.369774	0.642182	1.950231
left	0.851388	0.692685	0.214369
left	0.294879	0.701172	0.494851
left	0.574703	0.525734	1.886627
left	0.956375	1.485173	0.508343
left	0.682882	1.397288	1.371437
left	0.125773	1.008002	1.879278
left	0.782455	0.506692	1.909523
left	0.025172	1.223653	1.546986
left	0.704094	0.648606	0.908846
left	0.371125	0.714304	0.940633
left	0.743929	0.791567	0.486184
left	0.752356	0.984764	1.136656
left	0.344953	1.097262	1.488739
left	0.340363	0.614961	1.706893
left	0.226206	1.426400	1.671792
left	0.001619	0.997914	0.334030
left	0.854087	1.263235	0.450136
left	0.982033	0.697445	1.632464
left	0.647130	1.271643	1.057808
left	0.546963	0.524723	0.514778
left	0.095544	0.897445	1.949501
left	0.945842	1.462917	0.459735
left	0.401921	0.849947	0.717421
left	0.914443	1.421247	1.515351
left	0.620371	1.148472	0.987479
left	0.865285	1.184788	0.913058
left	0.829468	0.832402	0.496590
left	0.497799	1.017773	1.622406
left	0.069597	0.922432	1.641200
left	0.692049	1.042998	1.442418
left	0.084730	0.707710	1.730452
left	0.649993	1.132212	1.689032
left	0.514404	0.511723	0.778091
left	0.366823	1.052454	1.123811
left	0.037293	0.567108	0.485163
left	0.316963	1.435018	1.949429
left	0.453136	0.975939	0.254123
left	0.993550	0.542760	1.133342
left	0.178698	0.523317	1.333979
left	0.227372	0.545725	1.036420
left	0.788233	0.548320	0.517335
left	0.268376	0.599091	0.583530
left	0.542563	0.681508	0.683328
left	0.020022	0.858777	0.332440
left	0.807842	0.927486	1.660294
left	0.011940	1.089503	0.838108
left	0.563034	1.499228	1.356917
left	0.202407	1.392915	0.815512
left	0.333595	0.945292	1.553122
left	0.613465	1.018343	0.599632
left	0.949742	1.422058	0.594022
left	0.398300	1.185554	1.995594
left	0.875555	1.448019	0.292870
left	0.360050	1.410263	1.515382
left	0.870473	1.246830	1.039491
left	0.975848	1.080032	1.108045
left	0.199960	0.643629	1.308762
left	0.412334	1.417640	1.152927
left	0.261999	1.014496	1.698882
left	0.909173	1.475366	0.487943
left	0.855904	0.821423	1.692966
left	0.764896	0.587073	1.683666
left	0.071747	0.706125	0.338969
left	0.461472	1.261874	1.217189
left	0.257251	1.241789	1.904282
left	0.577255	1.136326	0.257391
left	0.734625	1.462880	0.533763
left	0.162912	0.664702	1.894889
left	0.681191	0.720479	1.104555
left	0.389746	1.262270	0.730596
left	0.504361	0.562235	1.137663
left	0.601160	1.304486	1.928043
left	0.412972	1.226918	0.409688
left	0.632084	0.851336	1.491040
left	0.748695	1.182818	1.487607
left	0.694460	1.311879	0.944257
left	0.685208	1.291178	1.318098
left	0.757585	0.570791	0.853514
left	0.785770	1.484252	1.975333
left	0.987519	1.482211	1.055796
left	0.623818	0.833046	1.619248
left	0.043686	0.799521	0.570021
left	0.761383	0.980578	1.297306
left	0.241417	0.992685	1.828974
left	0.872451	1.180837	1.666887
left	0.222043	1.393265	0.131582
left	0.038794	1.298052	0.373740
left	0.109468	0.734539	1.084879
left	0.523320	1.209458	1.449497
left	0.913379	1.242492	1.264244
left	0.372060	1.455879	1.420708
left	0.227148	1.169180	1.916770
left	0.412372	1.334473	1.931440
left	0.476915	0.945577	0.520232
left	0.009816	1.119081	0.379469
left	0.759678	1.240816	1.418424
left	0.947286	0.774855	0.255772
left	0.801145	1.212668	1.265217
left	0.977778	0.749894	1.073746
left	0.300630	1.155093	1.076547
left	0.650586	0.920472	0.692918
left	0.796073	0.800718	1.195895
left	0.401306	0.883383	0.606426
left	0.841504	0.904819	0.561274
left	0.750431	1.251287	1.354150
left	0.266970	0.921631	0.368764
left	0.984780	1.482616	1.311681
left	0.552167	0.651561	1.876391
left	0.208279	1.135765	1.212864
left	0.407181	0.945163	1.020198
left	0.618643	1.224211	0.371383
left	0.640538	0.686997	0.502193
left	0.283702	1.069465	0.953715
left	0.079722	0.586248	1.145217
left	0.720246	0.516954	1.204166
left	0.079345	1.114176	0.335698
left	0.916876	1.251205	1.407878
left	0.602320	0.899835	0.449951
left	0.188342	1.389197	1.482134
left	0.248814	1.085250	1.524178
left	0.552431	1.473494	1.689761
left	0.816955	1.210805	1.045894
left	0.813139	0.821343	0.302800
left	0.992326	1.078589	1.127595
left	0.500897	1.423185	0.360509
left	0.296594	1.447419	1.979804
left	0.393331	1.305007	0.384750
left	0.688653	0.724041	0.653064
left	0.034923	0.639516	0.637127
left	0.113413	0.868100	0.506978
left	0.557205	0.795826	1.526251
left	0.478332	0.719858	0.999125
left	0.623535	0.991471	1.592153
left	0.561393	1.044607	1.681257
left	0.383376	1.144683	1.026553
left	0.568273	0.530711	1.145094
left	0.079694	1.276606	1.692425
left	0.949863	0.811726	0.853539
left	0.099330	1.011948	0.471483
left	0.923485	0.682616	1.221270
left	0.568520	0.949418	1.395277
left	0.497489	1.082881	0.753560
left	0.040855	1.458748	0.275086
left	0.816425	0.514010	1.926288
left	0.778044	0.774142	0.747001
left	0.653194	0.862910	0.579036
left	0.028821	1.119786	1.864665
left	0.232717	0.680252	1.103187
left	0.647890	1.123285	1.640413
left	0.102352	0.655512	0.298930
left	0.341155	0.689718	0.200403
left	0.975266	0.788892	1.711151
left	0.358546	1.397307	1.290498
left	0.161263	1.010724	1.608942
left	0.927248	1.228802	0.519339
left	0.836810	0.931114	0.739540
left	0.812453	1.097540	0.535649
left	0.455031	1.495247	1.265683
left	0.576025	1.211396	1.907472
left	0.676326	1.273859	1.650946
left	0.255914	0.906844	1.327083
left	0.342063	0.869446	1.538352
left	0.130795	0.918312	1.891687
left	0.843672	1.261878	0.697541
left	0.160879	0.694644	1.451535
left	0.322665	0.812169	0.300130
left	0.154015	1.338308	1.612432
left	0.211880	1.003680	0.959382
left	0.535605	1.129178	0.534521
left	0.004633	1.408873	1.530601
left	0.515556	1.444970	0.108821
left	0.366795	1.051053	0.172621
left	0.453477	0.578303	0.630397
left	0.175257	0.940959	0.562110
left	0.726228	1.139377	1.343711
left	0.320889	0.773761	1.623336
left	0.216928	1.433861	1.015012
left	0.196310	1.055744	1.437843
left	0.104666	0.642393	0.192852
left	0.145514	0.573453	1.248219
left	0.898802	0.727973	0.764125
left	0.014649	0.564714	1.161883
left	0.595234	1.030748	1.803355
left	0.833689	0.828053	1.669141
left	0.739790	1.074233	0.657419
left	0.182692	1.435872	0.532974
left	0.059123	1.350397	0.767115
left	0.889198	0.763508	1.782047
left	0.414686	0.983112	1.302133
left	0.643887	0.733749	1.256954
left	0.055641	0.776401	0.888257
left	0.795633	0.735945	0.464563
left	0.223503	0.676904	0.259491
left	0.349992	1.221981	0.502994
left	0.259270	1.389995	0.570920
left	0.590590	1.351317	1.166917
left	0.233344	0.606558	1.357832
left	0.924686	1.230604	0.722202
left	0.867815	0.528884	0.442657
left	0.849948	1.021577	0.923004
left	0.810487	0.985661	1.110578
left	0.346727	0.593985	0.641529
left	0.614343	0.538385	0.868294
left	0.343896	1.364344	1.335942
left	0.287539	1.160951	1.194112
left	0.660576	1.473329	1.175995
left	0.294262	0.797059	0.140546
left	0.586054	1.376978	0.473081
left	0.538782	0.682290	0.462665
left	0.140723	1.414369	0.957076
left	0.010385	0.789344	1.806530
left	0.978140	0.844619	0.196938
left	0.259394	0.954734	1.599870
left	0.016394	0.573699	1.223852
left	0.537935	1.423541	0.362393
left	0.231813	0.763548	0.578935
left	0.142327	0.673625	1.839964
left	0.220589	1.306627	1.330787
left	0.811826	0.578127	0.203211
left	0.219205	0.621549	1.012273
left	0.919973	0.515230	1.973099
left	0.061315	1.342788	1.573224
left	0.696636	0.815402	1.754270
left	0.596957	0.937313	1.521695
left	0.750727	1.446528	0.446156
left	0.708335	1.059127	0.876923
left	0.313195	1.151082	0.477191
left	0.546788	1.141891	1.093522
left	0.377789	0.641194	1.485103
left	0.308062	0.509747	1.455252
left	0.724751	0.752213	0.123891
left	0.379678	0.641467	0.526972
left	0.204025	1.167612	1.148209
left	0.898988	1.108741	1.476289
left	0.652758	1.028413	1.948562
left	0.134934	1.140965	1.796663
left	0.192042	0.900202	0.706542
left	0.231539	1.436750	1.741200
left	0.206100	1.133388	0.107470
left	0.729007	1.116835	1.721658
left	0.646216	0.834209	0.343233
left	0.990618	0.917090	0.287280
left	0.468119	0.577125	1.802958
left	0.578196	0.665683	1.478771
left	0.415752	0.553286	1.953807
left	0.234263	1.248825	1.201015
left	0.959146	0.738956	1.551764
left	0.633660	1.109480	1.655704
left	0.843509	1.058282	1.264216
left	0.237560	1.413803	1.704010
left	0.052912	0.607454	0.597001
left	0.020716	0.520308	0.411934
left	0.605027	0.819188	1.390262
left	0.390806	1.316612	1.294240
left	0.841352	1.137433	0.598778
left	0.262390	1.054694	1.281035
left	0.067602	0.682641	1.719106
left	0.648484	1.314156	0.814492
left	0.742429	1.203639	1.232276
left	0.171796	0.541513	0.378038
left	0.558805	0.670872	0.608143
left	0.357073	1.354143	1.962017
left	0.570975	0.906958	0.783325
left	0.291880	1.343200	0.795836
left	0.008766	1.012707	0.953748
left	0.852001	0.600849	0.891272
left	0.908883	1.031012	1.132734
left	0.166550	1.011117	0.324031
left	0.279147	0.790370	1.367315
left	0.332963	0.805305	0.505786
left	0.090192	1.254644	1.667128
left	0.427515	1.117719	0.312439
left	0.346542	1.069075	1.280130
left	0.141372	0.631907	1.431878
left	0.795817	1.241025	1.150285
left	0.902783	0.706317	1.324956
left	0.914819	1.184567	1.830328
left	0.789443	1.044857	0.409685
left	0.333544	1.448717	1.385284
left	0.055790	0.740697	1.436635
left	0.040473	0.519519	1.227032
left	0.042658	0.763920	0.854457
left	0.298683	1.359763	1.097350
left	0.023107	0.720589	0.828581
left	0.597371	0.983364	1.416091
left	0.889431	0.631411	1.507021
left	0.500577	1.223769	0.560507
left	0.058022	0.828600	1.155036
left	0.941308	1.269398	0.338501
left	0.011889	0.638352	0.888281
left	0.368305	0.544897	0.370974
left	0.520748	0.899040	0.621314
left	0.959487	0.966045	0.557699
left	0.309453	0.765534	0.239736
left	0.300091	0.776716	1.021441
left	0.251454	0.637866	0.140708
left	0.881751	1.483144	0.452248
left	0.441351	0.556736	1.548096
left	0.279961	1.324264	0.995306
left	0.620767	1.483435	1.816734
left	0.753995	1.392147	1.431874
left	0.522883	1.089975	1.151206
left	0.492111	1.495205	0.995835
left	0.571455	0.750807	0.271235
left	0.593180	0.975005	1.952280
left	0.804474	1.265045	1.131550
left	0.474588	0.513979	0.106380
left	0.802406	0.940595	0.741064
left	0.362044	1.291407	1.297756
left	0.449553	1.130294	0.491177
left	0.154148	0.829828	0.320227
left	0.505691	0.922411	0.918909
left	0.545630	0.961431	1.049225
left	0.839469	1.455940	0.209564
left	0.808637	1.221015	0.703677
left	0.200051	0.526251	0.610028
left	0.258449	0.779373	0.909135
left	0.894335	1.230426	1.644126
left	0.670840	1.058767	0.620811
left	0.066146	1.243514	0.344789
left	0.492246	0.698089	1.244727
left	0.452190	1.001027	1.235866
left	0.129245	1.193898	0.476610
left	0.040741	0.984567	0.598739
left	0.396826	0.921880	0.186840
left	0.759495	1.020740	1.147881
left	0.675774	0.641862	1.650714
left	0.329152	1.196797	0.606638
left	0.220910	0.830081	1.370714
left	0.355969	0.822041	0.533148
left	0.020093	1.151758	1.986739
left	0.928915	0.947623	1.042623
left	0.204817	1.474296	0.849348
left	0.218777	1.055457	0.320688
left	0.051419	1.289218	0.512566
left	0.201095	1.114679	1.088560
left	0.066504	0.632201	0.525913
left	0.446806	1.307229	1.610114
left	0.183710	1.189174	1.231255
left	0.681627	1.008145	1.856494
left	0.634160	0.513133	0.776712
left	0.248429	0.530939	0.943972
left	0.610858	1.088828	1.265827
left	0.286752	1.316677	0.597737
left	0.734785	1.357467	1.215862
left	0.933503	0.953858	0.625396
left	0.223594	0.832738	1.801904
left	0.408129	1.335836	0.508635
left	0.900608	1.342978	1.992086
left	0.671201	1.436356	1.574756
left	0.699789	1.189402	1.562279
left	0.369549	0.773224	0.903616
left	0.461773	0.695298	0.422481
left	0.623819	0.882224	1.332220
left	0.139854	0.701746	0.600719
left	0.635343	1.173969	1.924123
left	0.646181	0.528097	0.375996
left	0.129587	0.867821	1.951851
left	0.503150	0.823569	1.459357
left	0.508436	1.245401	1.358285
left	0.946480	1.381330	1.857439
left	0.041493	0.930970	1.237461
left	0.243803	1.373633	1.085442
left	0.992375	1.411138	1.982077
left	0.898399	0.762702	0.326670
left	0.738810	1.084697	0.697853
left	0.217279	0.867196	1.694781
left	0.626153	0.507232	0.523449
left	0.894774	1.198872	0.102471
left	0.129560	0.660596	0.442276
left	0.508096	1.276302	0.732073
left	0.269169	0.524152	1.053891
left	0.795606	1.279476	0.749901
left	0.303326	0.726557	0.244351
left	0.061329	1.174066	0.977357
left	0.876527	1.158621	0.353914
left	0.132647	1.357639	0.821837
left	0.155161	0.544657	1.080653
left	0.859777	1.045529	1.029373
left	0.422893	1.465708	1.394416
left	0.716017	0.743019	1.158828
left	0.417175	0.690411	0.510535
left	0.125074	0.797842	1.054462
left	0.309026	0.980694	0.680656
left	0.868338	1.360767	1.248156
left	0.196594	0.610404	1.644741
left	0.077318	1.377655	1.231750
left	0.175129	0.665837	0.330406
left	0.669232	0.615860	1.263850
left	0.631074	1.213462	1.495972
left	0.506055	0.898121	0.834646
left	0.386697	1.036034	1.875998
left	0.131807	1.145615	1.676368
left	0.906983	1.290838	1.444130
left	0.763331	0.974310	0.607352
left	0.677123	1.324997	1.424044
left	0.016576	0.524315	0.922540
left	0.722441	1.104569	1.723883
left	0.363941	1.173939	0.943523
left	0.024061	1.216094	0.785903
left	0.777028	0.998109	0.546057
left	0.334493	0.679776	1.311222
left	0.938851	0.732898	1.841666
left	0.077513	1.308158	1.227796
left	0.124485	1.070283	0.282497
left	0.213003	0.564912	0.445931
left	0.850546	0.813789	1.865834
left	0.834298	1.439948	0.858459
left	0.460648	0.524689	0.308537
left	0.692180	0.644821	0.387069
left	0.262504	0.782296	0.691139
left	0.683123	0.838812	1.082028
left	0.903283	1.011412	1.785620
left	0.027419	1.172037	1.131386
left	0.091761	1.243960	1.462734
left	0.186232	0.938273	0.326869
left	0.350996	0.558674	1.002610
left	0.813875	0.873674	0.251456
left	0.581223	1.339124	0.936525
left	0.136680	1.050670	1.003305
left	0.003751	0.633867	0.681590
left	0.074415	1.370963	0.317682
left	0.409059	0.867595	1.071560
left	0.190658	0.535611	0.550646
left	0.994159	0.752093	0.919952
left	0.922088	0.886175	1.343461
left	0.949356	0.865406	0.986964
left	0.248691	1.340536	1.588254
left	0.855712	0.620424	0.947169
left	0.382231	0.735963	0.550848
left	0.204534	1.385934	0.224762
left	0.363161	0.821195	0.795232
left	0.961720	1.255690	1.423177
left	0.623432	1.468506	1.534614
left	0.511474	0.520701	1.866199
left	0.286474	1.256455	0.472469
left	0.657866	0.606616	1.629381
left	0.196522	0.967671	1.119737
left	0.301110	0.527878	1.269019
left	0.219841	0.574517	1.871911
left	0.534990	0.642457	0.878193
left	0.703721	0.918409	0.834265
left	0.223053	1.419440	1.538614
left	0.589790	0.685916	1.214953
left	0.722387	1.350342	1.478758
left	0.036148	1.279941	0.915517
left	0.361012	0.589721	0.125367
left	0.621869	0.762361	1.798764
left	0.709069	0.826968	0.505867
left	0.267236	1.457230	0.717370
left	0.327228	1.088909	0.519020
left	0.559225	0.618890	1.693665
left	0.885709	0.983882	1.441623
left	0.505383	1.394349	1.124028
left	0.156551	1.016165	0.688533
left	0.577485	1.153508	1.878233
left	0.367357	0.926049	1.908975
left	0.479793	1.129586	0.848699
left	0.247750	0.574834	0.870468
left	0.746935	0.847356	1.649368
left	0.505609	1.403026	1.779191
left	0.104031	1.448098	0.810947
left	0.415505	1.082958	1.378547
left	0.063050	0.636548	0.472773
left	0.283334	1.297532	1.017570
left	0.420974	1.465947	0.679437
left	0.242757	1.167386	1.328057
left	0.581989	1.209640	1.013449
left	0.571620	1.453540	0.189575
left	0.403322	1.212079	0.100494
left	0.540804	0.744855	1.946118
left	0.383025	1.075981	1.738908
left	0.630746	0.780603	1.944358
left	0.949878	1.225358	0.328128
left	0.420836	1.327236	1.761898
left	0.489459	0.502139	1.498780
left	0.897582	1.406221	1.152689
left	0.630099	1.280438	1.623752
left	0.819843	0.580656	1.631083
left	0.579931	1.405302	0.399078
left	0.794066	0.547006	1.398534
left	0.182521	0.953912	1.291969
left	0.090189	1.076508	1.913085
left	0.724982	1.188273	0.277816
left	0.304066	0.589521	1.177679
left	0.288251	0.997417	1.026472
left	0.060587	0.922368	0.442436
left	0.709256	1.413747	1.172222
left	0.462978	0.605146	1.199044
left	0.606313	1.231961	1.567864
left	0.579344	1.157402	0.347760
left	0.902555	1.009998	0.808926
left	0.749378	1.048082	1.396527
left	0.081469	1.253646	0.699842
left	0.351888	1.267645	0.213282
left	0.365379	1.379736	0.787010
left	0.286548	0.865003	0.971691
left	0.335515	1.065243	0.227779
left	0.855723	1.321699	0.826434
left	0.646042	0.966040	0.416337
left	0.454335	0.924782	1.953172
left	0.733718	1.403064	0.659666
left	0.586667	0.592807	0.877107
left	0.604269	0.534296	1.006572
left	0.580685	0.664149	1.122276
left	0.563253	0.815416	1.939267
left	0.276356	0.531454	1.229379
left	0.325880	1.363149	0.556196
left	0.356796	1.348263	0.278016
left	0.584581	1.141530	1.773656
left	0.474082	1.412714	0.606979
left	0.634149	1.083421	1.879149
left	0.280298	0.525111	0.944356
left	0.524967	1.373286	1.874141
left	0.621663	1.081240	1.427366
left	0.493751	0.591562	0.836237
left	0.979753	0.694812	0.813390
left	0.267081	1.065456	1.036840
left	0.517127	0.598985	0.219062
left	0.281573	0.514760	0.434979
left	0.194929	1.406802	1.612505
left	0.478645	1.452079	1.637439
left	0.491997	1.313442	1.171602
left	0.564207	0.707880	0.475128
left	0.221256	0.597751	0.953020
left	0.709690	0.561442	0.886876
left	0.548969	0.653281	1.274041
left	0.703571	1.366110	0.718786
left	0.748038	0.643445	1.389275
left	0.117275	0.857030	0.692933
left	0.486493	0.795426	0.599064
left	0.203787	0.998425	1.490071
left	0.931693	0.938503	0.172605
left	0.216074	1.348355	0.489097
left	0.085907	0.890733	1.166115
left	0.116781	0.569120	0.634126
left	0.152300	1.331360	0.515032
left	0.578152	0.790816	1.293257
left	0.142164	0.828864	0.149946
left	0.933234	1.273773	0.139602
left	0.062033	0.640939	0.126801
left	0.922625	0.770537	1.484495
left	0.483696	1.253050	1.718618
left	0.241873	1.232311	1.500407
left	0.949578	1.005206	0.342802
left	0.770144	1.302917	0.340219
left	0.839451	0.888294	1.607420
left	0.954653	0.859552	0.871305
left	0.756318	1.353180	1.480900
left	0.143489	0.982963	0.558556
left	0.962006	0.747965	1.351026
left	0.501443	1.074226	1.658267
left	0.880218	1.147886	0.220812
left	0.185125	1.452507	1.897672
left	0.486006	1.098321	0.843840
left	0.453062	0.921351	1.743795
left	0.069510	0.605801	1.062754
