keyboard-click	Duration	Event	key-code
N	0.572216	true	10
N	0.406160	true	10
N	0.944807	false	10
N	0.675679	true	10
N	0.155417	false	10
N	0.701343	false	10
N	0.252612	true	10
N	0.871069	false	10
N	0.231858	true	10
N	0.354127	false	10
N	0.017947	false	10
N	0.976288	true	10
N	0.536192	true	10
N	0.435240	true	10
N	0.127440	false	10
N	0.850171	true	10
N	0.241170	false	10
N	0.552402	true	10
N	0.335632	false	10
N	0.094985	true	10
N	0.441733	true	10
N	0.795817	false	10
N	0.026114	false	10
N	0.458772	true	10
N	0.171128	false	10
N	0.354808	true	10
N	0.039369	true	10
N	0.736084	false	10
N	0.171042	true	10
N	0.629341	false	10
N	0.060574	false	10
N	0.736598	false	10
N	0.436649	false	10
N	0.623553	true	10
N	0.227278	true	10
N	0.569968	true	10
N	0.701401	true	10
N	0.567604	false	10
N	0.076237	true	10
N	0.565559	true	10
N	0.417678	false	10
N	0.374005	false	10
N	0.563400	true	10
N	0.512146	false	10
N	0.051272	true	10
N	0.171661	false	10
N	0.823151	false	10
N	0.846998	true	10
N	0.228573	false	10
N	0.872397	true	10
N	0.811422	true	10
N	0.078967	false	10
N	0.267420	false	10
N	0.426522	false	10
N	0.506755	true	10
N	0.586801	false	10
N	0.780970	true	10
N	0.589691	true	10
N	0.892654	false	10
N	0.307076	true	10
N	0.453599	false	10
N	0.204432	false	10
N	0.205298	false	10
N	0.484981	true	10
N	0.553857	false	10
N	0.890010	true	10
N	0.076751	true	10
N	0.311440	true	10
N	0.206162	true	10
N	0.814762	false	10
N	0.623262	false	10
N	0.683486	true	10
N	0.736672	false	10
N	0.457022	false	10
N	0.436993	false	10
N	0.205389	true	10
N	0.557486	false	10
N	0.967871	false	10
N	0.890430	false	10
N	0.778843	true	10
N	0.146465	true	10
N	0.632208	true	10
N	0.411693	false	10
N	0.238103	true	10
N	0.042658	false	10
N	0.416420	false	10
N	0.231471	false	10
N	0.470044	false	10
N	0.816079	false	10
N	0.940848	true	10
N	0.332866	false	10
N	0.149700	true	10
N	0.004711	true	10
N	0.285222	false	10
N	0.107241	true	10
N	0.055712	true	10
N	0.089257	false	10
N	0.126584	true	10
N	0.949053	true	10
N	0.222289	false	10
N	0.898255	true	10
N	0.105946	true	10
N	0.082369	true	10
N	0.811060	false	10
N	0.253546	true	10
N	0.030681	true	10
N	0.663673	false	10
N	0.830143	false	10
N	0.204969	true	10
N	0.973148	false	10
N	0.352548	true	10
N	0.176647	false	10
N	0.627142	false	10
N	0.218761	false	10
N	0.036388	false	10
N	0.957027	true	10
N	0.591516	false	10
N	0.218098	true	10
N	0.822217	false	10
N	0.453046	true	10
N	0.355427	true	10
N	0.489657	true	10
N	0.030224	true	10
N	0.594596	false	10
N	0.240520	false	10
N	0.987049	false	10
N	0.530949	false	10
N	0.438880	true	10
N	0.775729	true	10
N	0.659489	true	10
N	0.523082	true	10
N	0.134705	true	10
N	0.335774	false	10
N	0.799947	false	10
N	0.617998	false	10
N	0.039245	true	10
N	0.688602	false	10
N	0.716923	true	10
N	0.770446	true	10
N	0.560735	false	10
N	0.263905	true	10
N	0.407918	true	10
N	0.355800	false	10
N	0.024154	true	10
N	0.185482	false	10
N	0.077577	true	10
N	0.770297	true	10
N	0.851513	true	10
N	0.454253	true	10
N	0.665030	false	10
N	0.991491	true	10
N	0.080787	false	10
N	0.298129	false	10
N	0.741512	true	10
N	0.028993	true	10
N	0.544149	false	10
N	0.193557	false	10
N	0.633406	true	10
N	0.749390	true	10
N	0.514281	false	10
N	0.044874	true	10
N	0.789770	true	10
N	0.134302	false	10
N	0.174297	true	10
N	0.450273	true	10
N	0.598269	true	10
N	0.478948	false	10
N	0.498343	true	10
N	0.214459	false	10
N	0.574488	true	10
N	0.888000	true	10
N	0.395906	true	10
N	0.425060	true	10
N	0.139418	false	10
N	0.075774	true	10
N	0.684894	true	10
N	0.829631	false	10
N	0.012299	true	10
N	0.856488	true	10
N	0.403945	false	10
N	0.017663	true	10
N	0.152155	false	10
N	0.135878	false	10
N	0.035983	true	10
N	0.048255	false	10
N	0.554961	true	10
N	0.104022	true	10
N	0.998001	true	10
N	0.896817	false	10
N	0.865620	false	10
N	0.633277	false	10
N	0.009975	false	10
N	0.855184	false	10
N	0.631513	false	10
N	0.648746	true	10
N	0.969230	false	10
N	0.625798	false	10
N	0.243846	false	10
N	0.035545	true	10
N	0.768309	false	10
N	0.202710	false	10
N	0.986969	true	10
N	0.679409	true	10
N	0.094940	true	10
N	0.769232	false	10
N	0.167984	false	10
N	0.957095	false	10
N	0.223859	false	10
N	0.394645	false	10
N	0.607177	true	10
N	0.355016	true	10
N	0.573454	false	10
N	0.582110	false	10
N	0.063070	true	10
N	0.476161	true	10
N	0.320491	false	10
N	0.353654	false	10
N	0.256180	true	10
N	0.526138	true	10
N	0.509681	true	10
N	0.128839	false	10
N	0.148631	false	10
N	0.742611	false	10
N	0.484420	true	10
N	0.163032	true	10
N	0.163332	false	10
N	0.775782	true	10
N	0.916843	false	10
N	0.524598	true	10
N	0.867654	false	10
N	0.254660	false	10
N	0.173166	false	10
N	0.592288	true	10
N	0.780429	true	10
N	0.387667	false	10
N	0.892669	true	10
N	0.565568	false	10
N	0.532216	false	10
N	0.800536	true	10
N	0.353638	true	10
N	0.993430	true	10
N	0.494420	false	10
N	0.047315	false	10
N	0.754482	false	10
N	0.018186	true	10
N	0.968738	false	10
N	0.162704	true	10
N	0.193146	false	10
N	0.859121	false	10
N	0.679033	false	10
N	0.462113	false	10
N	0.007620	false	10
N	0.351027	false	10
N	0.237172	false	10
N	0.351746	false	10
N	0.641548	true	10
N	0.732045	false	10
N	0.319949	true	10
N	0.300421	true	10
N	0.856220	true	10
N	0.852816	false	10
N	0.969293	false	10
N	0.758924	true	10
N	0.194707	false	10
N	0.099669	false	10
N	0.882117	false	10
N	0.272421	true	10
N	0.021789	false	10
N	0.707473	true	10
N	0.058595	false	10
N	0.743298	true	10
N	0.676330	true	10
N	0.372080	true	10
N	0.578744	false	10
N	0.618743	true	10
N	0.880692	false	10
N	0.460375	false	10
N	0.209959	false	10
N	0.647146	true	10
N	0.962947	true	10
N	0.221156	false	10
N	0.999840	false	10
N	0.254660	true	10
N	0.680443	false	10
N	0.905862	false	10
N	0.219728	true	10
N	0.278049	true	10
N	0.798952	false	10
N	0.509497	true	10
N	0.355317	true	10
N	0.094277	false	10
N	0.704456	true	10
N	0.262179	true	10
N	0.416914	true	10
N	0.845451	false	10
N	0.726162	true	10
N	0.107601	false	10
N	0.625455	true	10
N	0.267893	true	10
N	0.497661	true	10
N	0.805229	false	10
N	0.710143	false	10
N	0.971019	false	10
N	0.857210	true	10
N	0.423207	false	10
N	0.827433	false	10
N	0.890005	false	10
N	0.826018	false	10
N	0.008856	true	10
N	0.022687	true	10
N	0.810925	false	10
N	0.191690	false	10
N	0.367360	true	10
N	0.655605	true	10
N	0.670406	false	10
N	0.753586	false	10
N	0.935575	true	10
N	0.237178	true	10
N	0.527054	false	10
N	0.823166	true	10
N	0.105062	false	10
N	0.735309	false	10
N	0.085574	true	10
N	0.599382	true	10
N	0.598277	false	10
N	0.496425	false	10
N	0.337031	true	10
N	0.829353	true	10
N	0.201343	true	10
N	0.798790	false	10
N	0.743370	true	10
N	0.005542	true	10
N	0.751623	true	10
N	0.415978	true	10
N	0.577276	false	10
N	0.073008	true	10
N	0.509629	false	10
N	0.982533	true	10
N	0.460785	true	10
N	0.666318	false	10
N	0.615787	true	10
N	0.237687	true	10
N	0.220503	false	10
N	0.076427	false	10
N	0.635995	false	10
N	0.385979	true	10
N	0.325366	false	10
N	0.377809	false	10
N	0.743039	false	10
N	0.390103	false	10
N	0.270938	true	10
N	0.346160	false	10
N	0.349436	true	10
N	0.141443	true	10
N	0.531618	false	10
N	0.619726	false	10
N	0.187058	false	10
N	0.208458	false	10
N	0.720889	true	10
N	0.506946	true	10
N	0.741206	false	10
N	0.738414	true	10
N	0.915240	true	10
N	0.156967	true	10
N	0.489363	false	10
N	0.921842	true	10
N	0.573537	false	10
N	0.910562	false	10
N	0.674417	true	10
N	0.942518	false	10
N	0.515024	false	10
N	0.734154	true	10
N	0.574158	true	10
N	0.798698	true	10
N	0.548512	true	10
N	0.646303	true	10
N	0.992175	true	10
N	0.082152	false	10
N	0.333903	true	10
N	0.139884	true	10
N	0.445150	false	10
N	0.237640	false	10
N	0.222321	false	10
N	0.423406	true	10
N	0.001227	true	10
N	0.028229	true	10
N	0.514796	false	10
N	0.089341	true	10
N	0.132396	false	10
N	0.661981	true	10
N	0.827558	false	10
N	0.383627	true	10
N	0.287132	false	10
N	0.795885	false	10
N	0.852527	true	10
N	0.263356	false	10
N	0.631679	true	10
N	0.680730	true	10
N	0.669901	false	10
N	0.881073	true	10
N	0.779676	true	10
N	0.994247	false	10
N	0.053982	true	10
N	0.251999	false	10
N	0.184638	false	10
N	0.344605	true	10
N	0.420448	false	10
N	0.792407	false	10
N	0.787711	true	10
N	0.342372	true	10
N	0.531604	true	10
N	0.136619	true	10
N	0.041380	true	10
N	0.439208	false	10
N	0.312178	false	10
N	0.825805	false	10
N	0.778799	true	10
N	0.600874	true	10
N	0.238514	true	10
N	0.848989	true	10
N	0.110260	true	10
N	0.026294	true	10
N	0.180573	false	10
N	0.686281	true	10
N	0.896909	false	10
N	0.728536	true	10
N	0.203147	false	10
N	0.343454	false	10
N	0.874311	true	10
N	0.234353	false	10
N	0.052279	true	10
N	0.052509	false	10
N	0.583303	false	10
N	0.016408	true	10
N	0.381018	true	10
N	0.689868	false	10
N	0.029671	false	10
N	0.340987	true	10
N	0.744221	true	10
N	0.865392	false	10
N	0.693660	true	10
N	0.818050	false	10
N	0.713207	true	10
N	0.209026	true	10
N	0.931657	true	10
N	0.551641	true	10
N	0.934093	false	10
N	0.032880	true	10
N	0.674236	true	10
N	0.545290	true	10
N	0.362759	false	10
N	0.915362	true	10
N	0.421486	false	10
N	0.416269	true	10
N	0.285580	false	10
N	0.805088	true	10
N	0.092753	false	10
N	0.003776	false	10
N	0.080763	false	10
N	0.011284	false	10
N	0.062865	true	10
N	0.008111	true	10
N	0.063445	false	10
N	0.836823	false	10
N	0.201207	false	10
N	0.258751	false	10
N	0.545067	false	10
N	0.628761	true	10
N	0.288079	true	10
N	0.608203	false	10
N	0.834177	true	10
N	0.893344	true	10
N	0.018125	true	10
N	0.134932	false	10
N	0.549128	false	10
N	0.540005	true	10
N	0.921639	false	10
N	0.893654	true	10
N	0.699100	false	10
N	0.752961	false	10
N	0.353782	false	10
N	0.893003	true	10
N	0.479250	false	10
N	0.485015	true	10
N	0.825337	false	10
N	0.588845	false	10
N	0.466324	true	10
N	0.633442	true	10
N	0.232408	false	10
N	0.578386	true	10
N	0.179903	false	10
N	0.102067	false	10
N	0.333199	true	10
N	0.058223	false	10
N	0.200588	false	10
N	0.976439	true	10
N	0.797568	true	10
N	0.302354	true	10
N	0.489150	false	10
N	0.789228	false	10
N	0.172077	false	10
N	0.494350	false	10
N	0.527476	true	10
N	0.654097	true	10
N	0.311455	false	10
N	0.710539	false	10
N	0.069561	false	10
N	0.866637	false	10
N	0.831843	false	10
N	0.216209	false	10
N	0.124449	false	10
N	0.209196	true	10
N	0.735890	false	10
N	0.639406	true	10
N	0.388568	false	10
N	0.909743	false	10
N	0.129679	false	10
N	0.399802	false	10
N	0.038607	false	10
N	0.690395	false	10
N	0.060509	true	10
N	0.888881	false	10
N	0.102698	true	10
N	0.000782	true	10
N	0.610156	true	10
N	0.411839	true	10
N	0.121813	true	10
N	0.167307	false	10
N	0.747398	true	10
N	0.602255	false	10
N	0.685106	false	10
N	0.039741	false	10
N	0.991882	true	10
N	0.843051	false	10
N	0.649682	false	10
N	0.495163	true	10
N	0.734081	false	10
N	0.436140	true	10
N	0.464061	false	10
N	0.774226	false	10
N	0.752425	false	10
N	0.373813	true	10
N	0.569044	false	10
N	0.741771	false	10
N	0.381835	true	10
N	0.099689	true	10
N	0.105454	true	10
N	0.194882	true	10
N	0.366993	true	10
N	0.094506	false	10
N	0.637020	false	10
N	0.372060	false	10
N	0.214199	true	10
N	0.280901	true	10
N	0.682126	true	10
N	0.768717	true	10
N	0.040830	true	10
N	0.973068	true	10
N	0.786767	false	10
N	0.189826	true	10
N	0.805792	true	10
N	0.297952	true	10
N	0.454359	true	10
N	0.164816	true	10
N	0.787992	false	10
N	0.869509	false	10
N	0.385872	true	10
N	0.089004	true	10
N	0.069933	true	10
N	0.742698	true	10
N	0.489758	true	10
N	0.296426	true	10
N	0.051254	true	10
N	0.592544	true	10
N	0.573553	true	10
N	0.400322	true	10
N	0.705975	true	10
N	0.722890	true	10
N	0.940305	false	10
N	0.295612	false	10
N	0.864257	true	10
N	0.233636	true	10
N	0.629080	false	10
N	0.096871	true	10
N	0.065479	false	10
N	0.029391	false	10
N	0.843707	true	10
N	0.111080	false	10
N	0.811546	false	10
N	0.943690	false	10
N	0.607311	true	10
N	0.168717	true	10
N	0.608500	true	10
N	0.954431	true	10
N	0.333873	false	10
N	0.996963	true	10
N	0.261748	true	10
N	0.595478	false	10
N	0.011748	false	10
N	0.307443	false	10
N	0.798495	false	10
N	0.079898	false	10
N	0.229397	true	10
N	0.145909	true	10
N	0.019662	false	10
N	0.272132	false	10
N	0.464014	false	10
N	0.146178	true	10
N	0.908086	false	10
N	0.603413	true	10
N	0.434213	true	10
N	0.408013	false	10
N	0.217781	false	10
N	0.147234	false	10
N	0.260304	false	10
N	0.822150	true	10
N	0.089815	true	10
N	0.678540	false	10
N	0.075242	true	10
N	0.669449	true	10
N	0.848374	true	10
N	0.174790	true	10
N	0.512031	true	10
N	0.584075	false	10
N	0.995073	false	10
N	0.794990	false	10
N	0.444471	false	10
N	0.969352	false	10
N	0.209177	false	10
N	0.944412	true	10
N	0.933783	true	10
N	0.911967	true	10
N	0.572123	false	10
N	0.043600	true	10
N	0.771989	true	10
N	0.024742	false	10
N	0.037903	false	10
N	0.037630	true	10
N	0.729529	false	10
N	0.546805	true	10
N	0.939534	true	10
N	0.875634	true	10
N	0.871303	false	10
N	0.406305	true	10
N	0.840221	true	10
N	0.986362	true	10
N	0.278446	true	10
N	0.413909	false	10
N	0.809599	true	10
N	0.769928	false	10
N	0.304330	false	10
N	0.532083	false	10
N	0.475764	false	10
N	0.394440	false	10
N	0.036959	true	10
N	0.091876	true	10
N	0.003111	true	10
N	0.325009	true	10
N	0.159472	false	10
N	0.801578	true	10
N	0.773541	false	10
N	0.936414	true	10
N	0.734004	false	10
N	0.577368	false	10
N	0.299381	true	10
N	0.506451	false	10
N	0.654525	false	10
N	0.139811	false	10
N	0.516983	false	10
N	0.572286	true	10
N	0.675032	false	10
N	0.570090	true	10
N	0.955659	false	10
N	0.417286	false	10
N	0.081022	true	10
N	0.045483	true	10
N	0.197898	false	10
N	0.872332	false	10
N	0.629164	true	10
N	0.864396	false	10
N	0.236290	true	10
N	0.213545	true	10
N	0.642391	true	10
N	0.598054	false	10
N	0.140862	false	10
N	0.869286	true	10
N	0.543459	true	10
N	0.844934	true	10
N	0.176254	true	10
N	0.548558	false	10
N	0.763202	false	10
N	0.296412	false	10
N	0.967462	false	10
N	0.816075	false	10
N	0.199830	true	10
N	0.279749	true	10
N	0.091218	false	10
N	0.869674	true	10
N	0.479078	false	10
N	0.920297	false	10
N	0.334308	true	10
N	0.920138	false	10
N	0.807913	true	10
N	0.530951	false	10
N	0.378431	true	10
N	0.296590	false	10
N	0.783539	false	10
N	0.322851	true	10
N	0.210760	true	10
N	0.229230	true	10
N	0.638644	true	10
N	0.350426	true	10
N	0.640233	true	10
N	0.514820	true	10
N	0.885680	true	10
N	0.679559	true	10
N	0.102924	true	10
N	0.704123	false	10
N	0.022581	true	10
N	0.487129	false	10
N	0.693952	false	10
N	0.710305	true	10
N	0.011638	false	10
N	0.315161	true	10
N	0.945183	false	10
N	0.683160	true	10
N	0.425412	true	10
N	0.238911	true	10
N	0.313738	true	10
N	0.833610	true	10
N	0.786926	false	10
N	0.730194	false	10
N	0.522691	true	10
N	0.427642	false	10
N	0.137893	true	10
N	0.291498	false	10
N	0.711513	false	10
N	0.975199	true	10
N	0.929242	false	10
N	0.876163	true	10
N	0.039166	true	10
N	0.326363	true	10
N	0.589486	true	10
N	0.237200	false	10
N	0.456680	false	10
N	0.443437	true	10
N	0.475678	false	10
N	0.465068	true	10
N	0.965635	false	10
N	0.322814	true	10
N	0.539658	true	10
N	0.267961	true	10
N	0.565257	false	10
N	0.435289	true	10
N	0.085329	false	10
N	0.440674	true	10
N	0.021195	true	10
N	0.291184	true	10
N	0.723741	true	10
N	0.410784	false	10
N	0.585078	false	10
N	0.732019	false	10
N	0.293684	true	10
N	0.572223	true	10
N	0.932026	true	10
N	0.075440	true	10
N	0.246566	false	10
N	0.904167	true	10
N	0.168896	false	10
N	0.529451	false	10
N	0.963391	true	10
N	0.950507	true	10
N	0.890743	false	10
N	0.482982	false	10
N	0.147244	false	10
N	0.887951	false	10
N	0.247843	true	10
N	0.164522	true	10
N	0.028015	true	10
N	0.827257	true	10
N	0.237627	false	10
N	0.382991	false	10
N	0.342111	true	10
N	0.106933	false	10
N	0.493485	false	10
N	0.364336	true	10
N	0.694084	false	10
N	0.161850	true	10
N	0.547976	true	10
N	0.045762	false	10
N	0.977661	false	10
N	0.779182	true	10
N	0.944228	false	10
N	0.447416	false	10
N	0.950117	true	10
N	0.238966	true	10
N	0.240518	false	10
N	0.660349	true	10
N	0.863593	false	10
N	0.990890	true	10
N	0.281232	false	10
N	0.872972	false	10
N	0.401966	true	10
N	0.624836	true	10
N	0.262314	true	10
N	0.871110	true	10
N	0.758433	true	10
N	0.673516	false	10
N	0.830966	false	10
N	0.298525	true	10
N	0.561128	false	10
N	0.701600	false	10
N	0.090525	true	10
N	0.306915	false	10
N	0.694696	false	10
N	0.256296	false	10
N	0.333297	false	10
N	0.901155	false	10
N	0.340948	false	10
N	0.967331	false	10
N	0.148251	false	10
N	0.318434	false	10
N	0.859640	true	10
N	0.837486	false	10
N	0.630694	true	10
N	0.796796	false	10
N	0.820175	false	10
N	0.989647	false	10
N	0.182140	true	10
N	0.107404	false	10
N	0.112604	true	10
N	0.717052	true	10
N	0.927422	false	10
N	0.173344	false	10
N	0.919848	false	10
N	0.505668	false	10
N	0.295828	true	10
N	0.404113	false	10
N	0.382477	true	10
N	0.740306	true	10
N	0.428785	false	10
N	0.446094	false	10
N	0.743332	false	10
N	0.559324	true	10
N	0.197918	false	10
N	0.541001	false	10
N	0.787078	true	10
N	0.151798	false	10
N	0.470164	false	10
N	0.438035	false	10
N	0.540580	true	10
N	0.231730	true	10
N	0.347109	true	10
N	0.905377	true	10
N	0.051136	true	10
N	0.139811	false	10
N	0.333502	false	10
N	0.729339	true	10
N	0.514039	false	10
N	0.892711	true	10
N	0.568772	false	10
N	0.215880	true	10
N	0.946385	false	10
N	0.711917	true	10
N	0.282484	false	10
N	0.365994	true	10
N	0.216944	false	10
N	0.873597	false	10
N	0.714878	true	10
N	0.489378	false	10
N	0.894743	true	10
N	0.216435	true	10
N	0.356166	true	10
N	0.103731	true	10
N	0.863724	true	10
N	0.316606	false	10
N	0.263846	false	10
N	0.444935	false	10
N	0.436903	false	10
N	0.566879	false	10
N	0.112242	true	10
N	0.162929	true	10
N	0.910518	false	10
N	0.312641	true	10
N	0.481286	true	10
N	0.968210	false	10
N	0.978367	false	10
N	0.547220	true	10
N	0.170462	false	10
N	0.435056	true	10
N	0.084502	true	10
N	0.811828	true	10
N	0.732149	false	10
N	0.958960	false	10
N	0.544902	false	10
N	0.631703	true	10
N	0.124898	false	10
N	0.096901	true	10
N	0.660973	true	10
N	0.729217	false	10
N	0.511996	false	10
N	0.070849	true	10
N	0.797465	false	10
N	0.715029	false	10
N	0.939835	true	10
N	0.357518	false	10
N	0.631395	true	10
N	0.834741	false	10
N	0.311042	true	10
N	0.225328	false	10
N	0.563195	true	10
N	0.939423	false	10
N	0.410487	false	10
N	0.099404	false	10
N	0.799907	true	10
N	0.960169	true	10
N	0.272271	true	10
N	0.438455	false	10
N	0.576252	true	10
N	0.151727	true	10
N	0.777078	true	10
N	0.266012	true	10
N	0.482013	true	10
N	0.209934	true	10
N	0.419935	false	10
N	0.180508	false	10
N	0.150255	false	10
N	0.408906	false	10
N	0.292001	false	10
N	0.245458	false	10
N	0.284196	false	10
N	0.961883	true	10
N	0.964402	true	10
N	0.227018	false	10
N	0.166942	false	10
N	0.888226	false	10
N	0.971295	true	10
N	0.647460	false	10
N	0.490292	true	10
N	0.984603	false	10
N	0.899943	true	10
N	0.082958	false	10
N	0.700245	true	10
N	0.492854	false	10
N	0.175533	false	10
N	0.837523	true	10
N	0.222726	false	10
N	0.430081	false	10
N	0.946856	true	10
N	0.850820	false	10
N	0.197657	true	10
N	0.683550	true	10
N	0.722156	true	10
N	0.840468	true	10
N	0.368491	false	10
N	0.204915	true	10
N	0.247514	false	10
N	0.211405	true	10
N	0.292660	false	10
N	0.273685	false	10
N	0.107395	false	10
N	0.485634	false	10
N	0.373679	false	10
N	0.951824	false	10
N	0.725183	true	10
N	0.512030	false	10
N	0.566648	false	10
N	0.275651	true	10
N	0.512958	true	10
N	0.210969	false	10
N	0.396852	true	10
N	0.047924	true	10
N	0.825902	false	10
N	0.593946	true	10
N	0.130064	false	10
N	0.472656	false	10
N	0.941630	false	10
N	0.765735	false	10
N	0.958865	false	10
N	0.906149	false	10
N	0.626399	true	10
N	0.506897	true	10
N	0.013622	false	10
N	0.114360	true	10
N	0.196249	false	10
N	0.173513	true	10
N	0.865612	true	10
N	0.720593	true	10
N	0.651185	true	10
N	0.514258	true	10
N	0.401569	false	10
N	0.767928	true	10
N	0.943756	false	10
N	0.770551	true	10
N	0.163898	false	10
N	0.681468	false	10
N	0.058803	true	10
N	0.718876	true	10
N	0.640320	true	10
N	0.092195	false	10
N	0.646380	true	10
N	0.762168	false	10
N	0.005684	true	10
N	0.748238	true	10
N	0.986909	false	10
N	0.931610	true	10
N	0.080459	true	10
N	0.095577	false	10
N	0.425611	false	10
N	0.250891	false	10
N	0.206714	true	10
N	0.706733	false	10
N	0.323277	true	10
N	0.644701	true	10
N	0.265877	false	10
N	0.177841	true	10
N	0.991524	false	10
N	0.434063	true	10
N	0.460666	false	10
N	0.108281	true	10
N	0.632790	true	10
N	0.745084	false	10
N	0.406779	true	10
N	0.512200	true	10
N	0.999792	false	10
N	0.862553	true	10
N	0.971691	true	10
N	0.417750	false	10
N	0.090060	true	10
N	0.089148	true	10
N	0.192087	false	10
N	0.958083	false	10
N	0.356321	false	10
N	0.697087	false	10
N	0.743219	true	10
N	0.161921	true	10
N	0.330072	false	10
N	0.175260	true	10
N	0.151444	true	10
N	0.444756	true	10
N	0.517564	false	10
N	0.709711	true	10
N	0.678112	false	10
N	0.284880	false	10
N	0.330819	false	10
N	0.179226	false	10
N	0.276403	false	10
N	0.133261	true	10
N	0.522172	false	10
N	0.167875	false	10
N	0.241975	true	10
N	0.775699	false	10
N	0.814461	false	10
N	0.466188	false	10
N	0.936478	false	10
N	0.660646	false	10
N	0.831854	true	10
N	0.213325	true	10
N	0.430183	false	10
N	0.454467	true	10
N	0.274867	false	10
N	0.183136	false	10
N	0.874912	false	10
N	0.238563	false	10
N	0.773103	true	10
N	0.614971	false	10
N	0.347642	false	10
N	0.951686	false	10
N	0.665431	true	10
N	0.192787	true	10
N	0.364738	true	10
N	0.888733	true	10
N	0.393887	false	10
N	0.913498	false	10
N	0.045712	true	10
N	0.739528	false	10
N	0.308845	true	10
N	0.171751	true	10
N	0.223512	false	10
N	0.870167	false	10
N	0.687516	true	10
N	0.131361	false	10
N	0.581136	true	10
N	0.295377	false	10
N	0.275697	true	10
N	0.762350	true	10
N	0.616767	true	10
N	0.876297	true	10
N	0.768497	true	10
N	0.352402	false	10
N	0.994829	false	10
N	0.230450	false	10
N	0.507704	true	10
N	0.403456	true	10
N	0.025795	true	10
N	0.275800	true	10
N	0.422094	false	10
N	0.460614	true	10
N	0.217807	false	10
N	0.756531	true	10
N	0.594952	true	10
N	0.255556	true	10
N	0.551851	false	10
N	0.064908	false	10
N	0.618169	true	10
N	0.429473	false	10
N	0.271622	true	10
N	0.371546	true	10
N	0.033984	false	10
N	0.967876	true	10
N	0.408274	false	10
N	0.834112	true	10
N	0.362163	true	10
N	0.332917	true	10
N	0.474774	false	10
N	0.666141	false	10
N	0.171328	false	10
N	0.067032	true	10
N	0.008524	true	10
N	0.251761	true	10
N	0.263784	true	10
N	0.285823	false	10
N	0.632559	false	10
N	0.866367	false	10
N	0.913257	false	10
N	0.124288	true	10
N	0.682689	true	10
N	0.801513	true	10
N	0.381201	false	10
N	0.533316	false	10
N	0.256525	true	10
N	0.717019	false	10
N	0.239475	true	10
N	0.322736	false	10
N	0.782848	true	10
N	0.253280	true	10
N	0.496609	false	10
N	0.706938	false	10
N	0.363891	false	10
N	0.049419	true	10
N	0.385264	true	10
N	0.204836	true	10
N	0.600367	false	10
N	0.690725	false	10
N	0.409438	false	10
N	0.413407	false	10
N	0.445036	false	10
N	0.261852	false	10
N	0.111938	false	10
N	0.291350	true	10
N	0.463993	true	10
N	0.519591	false	10
N	0.947034	true	10
N	0.247337	false	10
N	0.129170	false	10
N	0.636629	true	10
N	0.612994	false	10
N	0.526552	false	10
N	0.385432	false	10
N	0.166823	false	10
N	0.216026	false	10
N	0.273198	true	10
N	0.227048	false	10
N	0.755655	false	10
N	0.675262	true	10
N	0.885235	true	10
N	0.999610	false	10
N	0.828515	true	10
N	0.557130	false	10
N	0.246477	false	10
N	0.835570	false	10
N	0.909354	false	10
N	0.644107	false	10
N	0.753151	true	10
N	0.435639	true	10
N	0.450395	false	10
N	0.880754	false	10
N	0.379991	false	10
N	0.512429	false	10
N	0.434975	false	10
N	0.505616	false	10
N	0.537322	false	10
N	0.804622	false	10
N	0.743571	true	10
N	0.575672	false	10
N	0.237667	true	10
N	0.346371	false	10
N	0.594300	true	10
N	0.125075	false	10
N	0.546978	true	10
N	0.614643	true	10
N	0.177653	false	10
N	0.311632	true	10
N	0.491363	true	10
N	0.547751	true	10
N	0.174907	true	10
N	0.196014	true	10
N	0.609614	false	10
N	0.796706	false	10
N	0.580323	true	10
N	0.533493	false	10
N	0.089912	true	10
N	0.829790	true	10
N	0.690389	true	10
N	0.421412	false	10
N	0.127029	false	10
N	0.027594	true	10
N	0.773772	false	10
N	0.305916	false	10
N	0.259594	false	10
N	0.720150	false	10
N	0.410969	true	10
N	0.038220	false	10
N	0.329920	false	10
N	0.523625	true	10
N	0.384232	true	10
N	0.591953	false	10
N	0.938790	false	10
N	0.301566	false	10
N	0.095021	false	10
N	0.052570	false	10
N	0.973141	true	10
N	0.357191	false	10
N	0.501339	false	10
N	0.349060	true	10
N	0.526071	false	10
N	0.898085	true	10
N	0.540565	false	10
N	0.475658	false	10
N	0.851070	false	10
N	0.750802	true	10
N	0.846096	false	10
N	0.957130	false	10
N	0.446698	false	10
N	0.355220	true	10
N	0.060789	false	10
N	0.377271	false	10
N	0.979663	true	10
N	0.151182	true	10
N	0.120550	true	10
N	0.881714	true	10
N	0.030891	false	10
N	0.039643	true	10
N	0.684427	true	10
N	0.610182	true	10
N	0.297651	false	10
N	0.657616	false	10
N	0.416629	true	10
N	0.010222	true	10
N	0.409983	false	10
N	0.294296	false	10
N	0.202286	false	10
N	0.073562	true	10
N	0.518675	true	10
N	0.310199	false	10
N	0.335812	false	10
N	0.550881	true	10
N	0.302888	false	10
N	0.387492	false	10
N	0.276039	true	10
N	0.411534	true	10
N	0.325014	true	10
N	0.325413	false	10
N	0.079652	false	10
N	0.354325	false	10
N	0.696820	false	10
N	0.212480	true	10
N	0.916732	true	10
N	0.982162	false	10
N	0.007615	false	10
N	0.521452	true	10
